city,distance_km,vehicle_type,mileage_kmpl,fuel_price_per_l,food_type,food_budget_tier,meals_per_day,activity_count,activity_type,needs_accommodation,hotel_cost_per_night,people_count,transport_type,total_daily_expense
Hyderabad,73.9,scooter,42.1,102.0,fast_food,mid_range,3,4,beach,1,2736.05,3,rental_vehicle,7178.18
Delhi,164.9,scooter,52.0,102.0,veg,fine_dining,3,2,cafe_hopping,0,0.0,1,taxi,3126.14
Kochi,66.6,scooter,42.9,102.0,veg,budget,3,4,museum,1,2002.04,2,taxi,4799.29
Kochi,74.4,car,19.8,102.0,veg,mid_range,2,3,museum,0,0.0,2,public_transport,2724.12
Kochi,26.1,car,13.8,102.0,veg,fine_dining,3,4,shopping,0,0.0,1,rental_vehicle,3036.39
Delhi,15.9,ev,0.14,8.5,cafe,mid_range,4,5,beach,1,4110.4,1,public_transport,6196.64
Chennai,192.0,scooter,43.8,102.0,cafe,budget,3,1,adventure,0,0.0,2,taxi,2170.86
Delhi,37.2,bike,40.8,102.0,cafe,fine_dining,3,1,shopping,0,0.0,4,rental_vehicle,10072.67
Delhi,58.7,ev,0.18,8.5,veg,budget,3,4,entertainment,0,0.0,3,public_transport,3420.16
Goa,151.9,bike,40.0,102.0,cafe,budget,3,5,cafe_hopping,0,0.0,1,public_transport,1671.01
Mumbai,16.6,scooter,52.4,102.0,local_cuisine,budget,3,2,entertainment,1,2273.91,1,public_transport,3293.96
Bengaluru,113.3,car,13.2,102.0,cafe,budget,4,4,adventure,0,0.0,1,public_transport,2196.07
Goa,156.3,ev,0.11,8.5,veg,budget,4,4,adventure,0,0.0,1,personal_vehicle,1272.19
Jaipur,167.7,scooter,54.4,102.0,local_cuisine,mid_range,3,3,museum,0,0.0,1,rental_vehicle,1985.97
Hyderabad,68.3,car,18.1,102.0,fast_food,budget,3,4,cafe_hopping,0,0.0,1,personal_vehicle,1395.69
Delhi,17.5,scooter,53.7,102.0,veg,budget,2,3,entertainment,1,2819.48,1,public_transport,3431.12
Bengaluru,80.9,scooter,54.6,102.0,non_veg,mid_range,3,4,entertainment,0,0.0,1,rental_vehicle,1886.5
Chennai,72.8,ev,0.12,8.5,cafe,budget,3,5,shopping,0,0.0,1,rental_vehicle,1419.8
Hyderabad,178.3,bike,44.5,102.0,veg,mid_range,3,1,adventure,1,4049.27,1,personal_vehicle,5705.23
Jaipur,81.7,bike,42.4,102.0,fast_food,budget,2,4,adventure,1,2112.48,1,personal_vehicle,3296.24
Goa,194.6,car,12.8,102.0,fast_food,mid_range,4,3,museum,1,3616.48,2,public_transport,8589.21
Jaipur,51.0,car,19.3,102.0,non_veg,fine_dining,2,5,adventure,0,0.0,1,rental_vehicle,2527.71
Hyderabad,158.2,car,20.9,102.0,non_veg,mid_range,3,2,entertainment,0,0.0,1,rental_vehicle,2401.7
Goa,82.7,car,19.6,102.0,local_cuisine,mid_range,3,2,cafe_hopping,1,3161.12,1,rental_vehicle,4987.66
Goa,121.5,ev,0.15,8.5,non_veg,budget,2,3,beach,1,1247.88,1,personal_vehicle,2054.8
Kochi,78.5,ev,0.13,8.5,local_cuisine,budget,3,3,beach,0,0.0,2,rental_vehicle,2231.72
Bengaluru,56.3,ev,0.12,8.5,local_cuisine,mid_range,3,2,sightseeing,0,0.0,1,personal_vehicle,1321.83
Chennai,92.2,scooter,41.3,102.0,non_veg,budget,2,2,entertainment,1,2261.71,2,rental_vehicle,4024.7
Delhi,117.8,car,17.0,102.0,local_cuisine,budget,3,5,shopping,0,0.0,2,personal_vehicle,3244.56
Hyderabad,156.4,scooter,52.1,102.0,veg,budget,3,2,shopping,0,0.0,1,personal_vehicle,1108.85
Hyderabad,146.8,bike,43.9,102.0,cafe,budget,3,5,adventure,0,0.0,1,public_transport,1530.75
Chennai,103.7,scooter,51.7,102.0,local_cuisine,mid_range,3,3,sightseeing,0,0.0,3,personal_vehicle,4635.39
Chennai,18.1,scooter,43.4,102.0,cafe,budget,3,4,museum,1,4473.58,2,rental_vehicle,6663.31
Chennai,48.7,bike,46.5,102.0,local_cuisine,mid_range,3,2,sightseeing,0,0.0,1,rental_vehicle,1598.46
Hyderabad,153.5,scooter,48.9,102.0,non_veg,budget,3,4,beach,0,0.0,2,public_transport,2420.55
Delhi,153.2,scooter,40.6,102.0,local_cuisine,mid_range,3,1,shopping,0,0.0,1,taxi,2024.15
Hyderabad,22.3,scooter,47.3,102.0,local_cuisine,mid_range,3,5,entertainment,0,0.0,1,personal_vehicle,1808.93
Delhi,184.8,ev,0.14,8.5,cafe,budget,3,2,shopping,0,0.0,3,taxi,2965.64
Kochi,35.8,bike,49.8,102.0,non_veg,mid_range,3,1,cafe_hopping,1,4448.47,1,rental_vehicle,5938.76
Goa,152.5,ev,0.14,8.5,veg,mid_range,3,1,cafe_hopping,0,0.0,1,taxi,1726.53
Hyderabad,90.4,bike,30.1,102.0,local_cuisine,mid_range,2,2,sightseeing,1,2247.54,1,rental_vehicle,4069.94
Bengaluru,37.7,bike,37.2,102.0,veg,budget,3,3,museum,0,0.0,4,public_transport,3797.54
Goa,100.3,bike,40.4,102.0,fast_food,budget,3,5,adventure,1,1338.06,2,personal_vehicle,3921.54
Hyderabad,143.0,scooter,45.0,102.0,veg,budget,3,1,sightseeing,0,0.0,1,rental_vehicle,1106.14
Bengaluru,130.6,car,21.3,102.0,veg,budget,4,1,cafe_hopping,0,0.0,2,public_transport,2539.63
Delhi,101.4,ev,0.19,8.5,cafe,budget,3,5,shopping,0,0.0,1,public_transport,1391.66
Delhi,142.9,scooter,46.1,102.0,non_veg,mid_range,3,1,entertainment,1,4070.5,2,taxi,7363.0
Chennai,84.9,bike,42.7,102.0,local_cuisine,fine_dining,2,1,entertainment,1,2136.62,2,personal_vehicle,5681.31
Goa,96.6,scooter,49.3,102.0,cafe,mid_range,3,5,museum,0,0.0,1,rental_vehicle,2022.87
Bengaluru,149.4,scooter,40.2,102.0,fast_food,budget,2,3,beach,1,3083.18,2,taxi,5129.13
Goa,135.7,bike,46.1,102.0,veg,mid_range,4,4,sightseeing,0,0.0,1,public_transport,2253.33
Bengaluru,159.6,scooter,41.5,102.0,non_veg,budget,3,2,entertainment,1,3956.48,2,personal_vehicle,6177.17
Goa,187.0,bike,42.8,102.0,cafe,budget,3,2,sightseeing,0,0.0,3,taxi,3051.23
Bengaluru,79.0,bike,46.8,102.0,non_veg,budget,3,1,museum,0,0.0,1,taxi,1226.44
Hyderabad,90.1,bike,42.7,102.0,veg,budget,3,5,shopping,1,2167.07,1,rental_vehicle,4035.54
Mumbai,190.6,ev,0.18,8.5,cafe,mid_range,4,5,adventure,0,0.0,1,taxi,2677.16
Bengaluru,176.1,car,16.6,102.0,cafe,mid_range,3,2,entertainment,0,0.0,1,taxi,2794.48
Kochi,166.3,scooter,48.6,102.0,cafe,budget,2,1,entertainment,1,843.78,1,public_transport,1718.42
Goa,37.8,bike,33.9,102.0,non_veg,fine_dining,2,4,beach,0,0.0,1,public_transport,2105.52
Goa,28.3,bike,49.8,102.0,veg,budget,3,1,entertainment,0,0.0,2,personal_vehicle,1526.35
Jaipur,31.9,ev,0.14,8.5,cafe,mid_range,2,3,museum,1,2552.33,1,rental_vehicle,3969.78
Goa,178.2,car,21.7,102.0,local_cuisine,fine_dining,3,4,museum,0,0.0,1,personal_vehicle,3595.33
Kochi,124.1,car,21.5,102.0,veg,mid_range,3,4,shopping,0,0.0,1,public_transport,2229.74
Jaipur,89.3,ev,0.12,8.5,cafe,fine_dining,2,1,entertainment,0,0.0,1,taxi,2194.37
Hyderabad,56.2,scooter,41.4,102.0,veg,mid_range,3,5,cafe_hopping,0,0.0,2,rental_vehicle,3598.91
Goa,131.9,car,18.1,102.0,veg,mid_range,2,2,cafe_hopping,0,0.0,1,taxi,2078.97
Delhi,162.5,ev,0.14,8.5,local_cuisine,mid_range,2,3,sightseeing,1,4298.93,2,personal_vehicle,7259.92
Goa,61.3,ev,0.17,8.5,local_cuisine,fine_dining,3,5,sightseeing,0,0.0,1,personal_vehicle,3069.95
Delhi,169.9,ev,0.12,8.5,fast_food,mid_range,4,3,museum,1,3866.35,1,public_transport,5977.28
Delhi,194.7,car,20.1,102.0,veg,mid_range,3,1,entertainment,0,0.0,1,rental_vehicle,2540.08
Delhi,31.3,car,13.7,102.0,veg,budget,3,5,beach,1,4165.57,1,taxi,6007.63
Jaipur,126.0,scooter,43.8,102.0,non_veg,fine_dining,4,2,shopping,1,2942.77,1,personal_vehicle,6171.8
Delhi,182.5,bike,31.3,102.0,cafe,mid_range,3,5,sightseeing,0,0.0,2,personal_vehicle,3819.36
Kochi,60.8,car,14.3,102.0,local_cuisine,mid_range,2,1,entertainment,0,0.0,1,rental_vehicle,1459.74
Hyderabad,44.9,ev,0.1,8.5,fast_food,budget,2,1,cafe_hopping,0,0.0,2,personal_vehicle,1061.57
Bengaluru,118.9,scooter,45.1,102.0,cafe,budget,2,4,sightseeing,0,0.0,3,personal_vehicle,2937.83
Hyderabad,98.0,ev,0.12,8.5,veg,mid_range,3,2,entertainment,1,1475.86,2,rental_vehicle,4153.12
Goa,119.4,bike,40.3,102.0,cafe,mid_range,3,2,sightseeing,0,0.0,1,public_transport,1582.22
Chennai,14.0,car,16.2,102.0,veg,budget,2,4,adventure,1,3669.27,1,personal_vehicle,4770.8
Delhi,127.1,ev,0.19,8.5,non_veg,budget,3,5,shopping,1,4107.39,2,taxi,7236.59
Mumbai,26.8,bike,48.6,102.0,veg,mid_range,3,2,museum,0,0.0,1,personal_vehicle,1392.97
Delhi,185.0,scooter,44.1,102.0,veg,mid_range,3,3,cafe_hopping,1,2874.76,2,public_transport,5926.15
Bengaluru,19.3,car,16.9,102.0,non_veg,mid_range,3,2,shopping,0,0.0,3,personal_vehicle,3886.98
Goa,134.7,car,19.1,102.0,cafe,budget,3,2,museum,0,0.0,2,public_transport,2303.44
Chennai,198.3,bike,35.3,102.0,local_cuisine,mid_range,3,4,beach,1,3594.38,1,taxi,5702.35
Jaipur,24.6,car,12.3,102.0,local_cuisine,mid_range,3,4,beach,1,3916.99,1,public_transport,5664.46
Mumbai,131.8,scooter,50.5,102.0,fast_food,mid_range,2,1,sightseeing,1,1470.11,1,rental_vehicle,2770.57
Goa,134.8,bike,33.7,102.0,fast_food,mid_range,3,3,museum,1,921.77,1,taxi,3328.98
Bengaluru,148.3,car,21.4,102.0,cafe,mid_range,3,2,beach,1,2288.95,1,personal_vehicle,4186.09
Delhi,176.5,ev,0.2,8.5,cafe,fine_dining,3,3,adventure,0,0.0,2,taxi,5901.37
Bengaluru,197.5,ev,0.13,8.5,local_cuisine,budget,2,3,entertainment,0,0.0,4,public_transport,3302.04
Mumbai,187.0,bike,45.4,102.0,fast_food,mid_range,3,4,sightseeing,0,0.0,2,taxi,3892.48
Delhi,103.5,scooter,49.9,102.0,veg,mid_range,3,3,museum,1,3293.73,3,public_transport,8044.82
Delhi,15.8,scooter,53.7,102.0,cafe,mid_range,3,4,museum,1,2374.47,1,rental_vehicle,4127.37
Bengaluru,175.1,ev,0.19,8.5,local_cuisine,mid_range,3,3,beach,1,3873.93,4,taxi,10004.14
Mumbai,175.1,car,13.3,102.0,local_cuisine,mid_range,3,3,museum,1,2014.35,1,public_transport,5017.2
Chennai,55.6,bike,37.8,102.0,cafe,fine_dining,3,4,museum,1,4440.17,1,personal_vehicle,7273.24
Jaipur,67.6,car,12.2,102.0,fast_food,budget,3,4,cafe_hopping,1,3799.16,1,taxi,5617.38
Bengaluru,16.0,car,12.9,102.0,fast_food,fine_dining,4,2,beach,1,2143.81,3,public_transport,10954.4
Chennai,24.9,ev,0.2,8.5,veg,budget,4,4,beach,1,4481.31,1,rental_vehicle,6279.25
Mumbai,88.0,bike,38.7,102.0,veg,fine_dining,3,3,shopping,0,0.0,1,personal_vehicle,2888.29
Jaipur,104.3,bike,37.5,102.0,local_cuisine,mid_range,3,5,museum,0,0.0,1,public_transport,1969.98
Jaipur,149.0,scooter,40.6,102.0,non_veg,mid_range,4,5,beach,0,0.0,2,taxi,5058.29
Goa,22.6,car,13.8,102.0,local_cuisine,fine_dining,3,3,adventure,1,4201.86,1,public_transport,6820.05
Goa,107.6,bike,45.1,102.0,local_cuisine,mid_range,2,4,cafe_hopping,0,0.0,2,public_transport,2661.88
Goa,99.2,bike,45.4,102.0,cafe,budget,4,2,beach,0,0.0,1,rental_vehicle,1453.85
Delhi,46.9,bike,45.7,102.0,veg,mid_range,3,2,adventure,0,0.0,1,public_transport,1377.19
Chennai,53.3,car,13.0,102.0,fast_food,budget,3,1,beach,1,1437.02,1,rental_vehicle,2665.66
Delhi,53.4,ev,0.18,8.5,local_cuisine,mid_range,3,4,entertainment,1,1908.88,1,personal_vehicle,3526.29
Bengaluru,69.8,ev,0.14,8.5,cafe,budget,3,2,entertainment,0,0.0,1,public_transport,931.98
Delhi,147.3,car,16.6,102.0,non_veg,fine_dining,3,1,entertainment,0,0.0,1,personal_vehicle,3211.38
Goa,25.2,bike,39.4,102.0,cafe,mid_range,3,4,shopping,0,0.0,2,personal_vehicle,3201.54
Kochi,158.6,car,12.6,102.0,fast_food,budget,3,2,cafe_hopping,1,1307.18,2,rental_vehicle,4191.47
Mumbai,49.3,bike,41.0,102.0,cafe,mid_range,3,3,beach,0,0.0,2,personal_vehicle,2932.18
Jaipur,181.7,scooter,40.9,102.0,local_cuisine,budget,3,1,shopping,0,0.0,1,rental_vehicle,1252.5
Bengaluru,89.7,bike,40.7,102.0,non_veg,mid_range,3,2,cafe_hopping,0,0.0,1,rental_vehicle,1740.94
Jaipur,58.7,bike,34.8,102.0,veg,mid_range,3,4,shopping,0,0.0,2,personal_vehicle,3220.62
Goa,105.2,bike,44.9,102.0,veg,budget,4,2,entertainment,0,0.0,2,taxi,2656.77
Mumbai,186.9,ev,0.19,8.5,cafe,mid_range,4,3,sightseeing,0,0.0,3,personal_vehicle,5540.58
Hyderabad,186.0,scooter,50.3,102.0,local_cuisine,budget,3,1,museum,0,0.0,2,public_transport,1740.34
Goa,17.5,bike,48.8,102.0,veg,mid_range,2,1,beach,1,1300.61,1,public_transport,2251.47
Hyderabad,186.9,car,17.9,102.0,fast_food,mid_range,2,1,adventure,1,2777.15,1,rental_vehicle,5076.86
Mumbai,149.9,car,15.1,102.0,veg,fine_dining,3,4,adventure,1,2189.17,1,rental_vehicle,5966.67
Bengaluru,11.8,scooter,49.8,102.0,veg,mid_range,2,4,entertainment,0,0.0,1,public_transport,1313.0
Delhi,25.9,bike,49.7,102.0,veg,fine_dining,3,4,adventure,0,0.0,2,rental_vehicle,6204.67
Kochi,127.1,ev,0.17,8.5,fast_food,mid_range,3,4,sightseeing,0,0.0,4,rental_vehicle,6632.09
Jaipur,150.6,car,15.6,102.0,veg,mid_range,3,3,adventure,1,1478.68,2,taxi,5420.48
Chennai,71.5,car,15.3,102.0,cafe,budget,3,2,adventure,0,0.0,2,public_transport,2089.05
Mumbai,190.3,scooter,47.5,102.0,local_cuisine,fine_dining,3,5,entertainment,0,0.0,3,rental_vehicle,8827.21
Chennai,30.6,bike,32.7,102.0,veg,mid_range,3,1,beach,1,2931.89,2,taxi,5660.34
Delhi,85.4,car,21.9,102.0,non_veg,mid_range,3,2,museum,0,0.0,1,taxi,2285.86
Goa,96.2,bike,50.0,102.0,non_veg,mid_range,3,2,cafe_hopping,0,0.0,1,taxi,1817.53
Delhi,151.4,ev,0.16,8.5,veg,mid_range,4,5,sightseeing,0,0.0,2,personal_vehicle,4464.94
Hyderabad,181.1,car,20.1,102.0,local_cuisine,budget,3,4,museum,0,0.0,1,public_transport,2217.23
Chennai,69.5,car,18.6,102.0,cafe,budget,3,1,shopping,0,0.0,1,public_transport,1086.82
Jaipur,145.4,car,20.4,102.0,fast_food,fine_dining,3,2,cafe_hopping,1,2644.48,2,rental_vehicle,8566.6
Kochi,93.2,ev,0.11,8.5,non_veg,fine_dining,3,3,adventure,0,0.0,1,personal_vehicle,2686.39
Mumbai,31.1,scooter,54.4,102.0,fast_food,fine_dining,3,3,cafe_hopping,1,2674.31,3,public_transport,10840.04
Goa,178.9,car,13.5,102.0,cafe,mid_range,3,4,museum,0,0.0,2,personal_vehicle,4625.52
Hyderabad,146.1,scooter,44.8,102.0,non_veg,budget,3,4,adventure,0,0.0,1,taxi,1846.03
Goa,98.7,car,14.4,102.0,cafe,mid_range,3,4,sightseeing,0,0.0,2,taxi,4313.41
Jaipur,37.4,scooter,48.2,102.0,local_cuisine,budget,3,1,cafe_hopping,0,0.0,4,taxi,3356.31
Hyderabad,124.9,scooter,43.8,102.0,cafe,mid_range,2,2,adventure,0,0.0,2,personal_vehicle,2341.08
Goa,93.4,car,16.9,102.0,local_cuisine,mid_range,2,2,cafe_hopping,1,1996.28,1,taxi,4010.24
Mumbai,152.0,bike,46.5,102.0,non_veg,fine_dining,3,3,shopping,1,4178.94,1,taxi,6934.12
Mumbai,52.5,car,18.9,102.0,cafe,fine_dining,3,5,adventure,1,896.45,1,public_transport,4037.94
Bengaluru,15.6,bike,40.8,102.0,non_veg,fine_dining,4,3,adventure,0,0.0,4,taxi,13805.25
Mumbai,171.8,bike,45.3,102.0,fast_food,fine_dining,4,5,museum,0,0.0,2,public_transport,7553.23
Mumbai,144.2,ev,0.13,8.5,veg,budget,2,3,shopping,1,2451.49,2,taxi,4560.79
Jaipur,111.8,car,15.9,102.0,local_cuisine,mid_range,4,3,sightseeing,0,0.0,1,personal_vehicle,2537.36
Jaipur,77.1,bike,48.4,102.0,cafe,mid_range,2,1,adventure,0,0.0,1,personal_vehicle,1149.97
Kochi,105.7,car,21.1,102.0,fast_food,mid_range,4,4,beach,1,1053.9,2,personal_vehicle,5350.71
Hyderabad,186.1,bike,49.9,102.0,cafe,mid_range,4,5,shopping,0,0.0,2,taxi,4276.92
Delhi,115.2,car,18.1,102.0,local_cuisine,mid_range,3,2,cafe_hopping,0,0.0,2,rental_vehicle,3714.0
Jaipur,91.9,scooter,44.0,102.0,cafe,budget,3,1,cafe_hopping,0,0.0,1,rental_vehicle,1159.47
Kochi,160.1,ev,0.16,8.5,cafe,mid_range,3,5,cafe_hopping,0,0.0,3,personal_vehicle,5354.85
Goa,165.5,ev,0.19,8.5,fast_food,budget,3,4,entertainment,0,0.0,2,rental_vehicle,2610.43
Bengaluru,99.3,scooter,50.4,102.0,non_veg,budget,3,2,entertainment,1,2380.94,1,taxi,3820.11
Mumbai,58.7,scooter,43.2,102.0,non_veg,mid_range,4,4,adventure,0,0.0,1,public_transport,2155.45
Kochi,33.9,ev,0.19,8.5,local_cuisine,fine_dining,3,4,entertainment,0,0.0,2,rental_vehicle,5858.47
Hyderabad,22.6,bike,47.8,102.0,cafe,mid_range,3,5,beach,1,1757.1,2,taxi,5643.45
Hyderabad,38.8,ev,0.19,8.5,cafe,budget,3,1,shopping,1,2872.39,4,taxi,5492.89
Mumbai,16.3,car,21.8,102.0,non_veg,fine_dining,3,5,beach,0,0.0,4,personal_vehicle,10911.69
Goa,67.1,scooter,43.5,102.0,fast_food,budget,3,2,cafe_hopping,1,1133.38,3,public_transport,3795.14
Bengaluru,66.5,scooter,43.3,102.0,cafe,budget,3,2,museum,1,4279.8,1,rental_vehicle,5233.99
Bengaluru,98.0,bike,40.3,102.0,veg,budget,3,4,shopping,0,0.0,1,public_transport,1352.39
Bengaluru,185.2,bike,32.2,102.0,non_veg,mid_range,3,4,cafe_hopping,0,0.0,1,rental_vehicle,2572.78
Kochi,117.1,scooter,51.1,102.0,cafe,mid_range,3,2,museum,0,0.0,1,public_transport,1565.45
Mumbai,151.1,scooter,43.8,102.0,fast_food,mid_range,3,3,sightseeing,0,0.0,1,personal_vehicle,1816.47
Goa,85.2,scooter,43.3,102.0,non_veg,mid_range,4,3,adventure,0,0.0,1,personal_vehicle,1983.04
Mumbai,47.8,car,19.2,102.0,non_veg,fine_dining,2,5,museum,1,1758.29,4,public_transport,10770.95
Hyderabad,164.7,scooter,53.2,102.0,cafe,mid_range,2,5,adventure,0,0.0,1,personal_vehicle,1693.37
Hyderabad,143.8,bike,34.9,102.0,fast_food,mid_range,3,4,beach,0,0.0,1,rental_vehicle,2220.3
Mumbai,56.9,ev,0.17,8.5,cafe,budget,4,1,shopping,0,0.0,4,taxi,3649.77
Delhi,171.0,scooter,45.8,102.0,non_veg,mid_range,2,3,entertainment,0,0.0,3,taxi,3942.68
Jaipur,72.1,car,13.4,102.0,cafe,budget,3,4,cafe_hopping,0,0.0,4,taxi,4868.11
Goa,150.0,ev,0.16,8.5,local_cuisine,budget,4,3,museum,0,0.0,2,personal_vehicle,2354.01
Delhi,136.0,car,17.5,102.0,fast_food,mid_range,3,5,cafe_hopping,0,0.0,2,personal_vehicle,3996.84
Mumbai,58.7,ev,0.15,8.5,cafe,fine_dining,4,5,adventure,1,828.35,2,personal_vehicle,8342.01
Mumbai,144.0,scooter,47.3,102.0,local_cuisine,mid_range,3,3,shopping,0,0.0,1,rental_vehicle,1931.89
Delhi,134.6,bike,33.8,102.0,local_cuisine,budget,2,2,cafe_hopping,0,0.0,4,public_transport,3037.56
Bengaluru,84.7,scooter,41.6,102.0,cafe,mid_range,3,3,shopping,0,0.0,1,personal_vehicle,1623.51
Bengaluru,170.8,ev,0.18,8.5,cafe,budget,3,1,shopping,0,0.0,1,taxi,1346.1
Delhi,136.9,car,13.1,102.0,local_cuisine,fine_dining,2,1,beach,0,0.0,1,rental_vehicle,2909.6
Delhi,43.8,ev,0.15,8.5,cafe,mid_range,3,2,museum,0,0.0,1,public_transport,1431.86
Jaipur,115.8,scooter,41.2,102.0,non_veg,mid_range,3,5,sightseeing,1,2447.53,4,rental_vehicle,10029.86
Goa,81.8,bike,48.8,102.0,veg,mid_range,3,2,sightseeing,0,0.0,2,personal_vehicle,2714.23
Delhi,132.1,car,17.6,102.0,non_veg,fine_dining,3,5,entertainment,1,3434.08,1,rental_vehicle,7156.81
Mumbai,168.8,car,15.0,102.0,cafe,budget,3,1,adventure,0,0.0,1,public_transport,1856.82
Hyderabad,34.6,bike,30.4,102.0,fast_food,mid_range,4,1,adventure,1,3386.59,1,rental_vehicle,5154.37
Mumbai,140.8,bike,44.3,102.0,fast_food,fine_dining,3,2,beach,1,3678.2,3,public_transport,10879.45
Jaipur,46.1,ev,0.15,8.5,fast_food,mid_range,3,5,cafe_hopping,0,0.0,1,personal_vehicle,1679.09
Hyderabad,152.7,bike,47.3,102.0,local_cuisine,mid_range,4,3,cafe_hopping,0,0.0,2,rental_vehicle,4085.43
Goa,142.0,car,14.5,102.0,fast_food,mid_range,3,1,shopping,0,0.0,1,personal_vehicle,2154.02
Mumbai,47.4,ev,0.12,8.5,non_veg,mid_range,3,4,adventure,0,0.0,4,public_transport,6159.79
Hyderabad,82.8,bike,48.3,102.0,fast_food,mid_range,3,2,entertainment,1,4480.22,4,taxi,10984.82
Jaipur,126.4,bike,44.4,102.0,veg,budget,3,2,cafe_hopping,1,1954.17,1,public_transport,3126.99
Kochi,140.0,car,22.0,102.0,local_cuisine,budget,3,4,shopping,0,0.0,1,public_transport,1777.62
Hyderabad,53.9,ev,0.14,8.5,cafe,mid_range,3,2,cafe_hopping,0,0.0,3,public_transport,4043.66
Hyderabad,44.4,ev,0.17,8.5,veg,mid_range,3,3,adventure,1,3544.92,4,rental_vehicle,9538.33
Mumbai,38.7,car,18.3,102.0,fast_food,budget,3,5,adventure,1,4489.45,1,personal_vehicle,5601.67
Kochi,114.8,car,21.6,102.0,cafe,fine_dining,3,5,adventure,0,0.0,1,public_transport,3476.54
Jaipur,11.1,ev,0.12,8.5,non_veg,fine_dining,3,4,entertainment,0,0.0,1,personal_vehicle,2894.73
Jaipur,12.6,car,15.6,102.0,cafe,budget,3,4,adventure,0,0.0,2,rental_vehicle,2608.35
Chennai,92.1,scooter,52.7,102.0,cafe,budget,3,5,cafe_hopping,0,0.0,2,public_transport,2574.7
Bengaluru,50.8,bike,30.6,102.0,local_cuisine,mid_range,2,1,shopping,1,3526.82,3,rental_vehicle,6698.87
Chennai,142.7,scooter,46.2,102.0,fast_food,fine_dining,2,5,adventure,0,0.0,1,taxi,2626.57
Mumbai,72.9,ev,0.12,8.5,local_cuisine,budget,3,5,sightseeing,0,0.0,2,rental_vehicle,2737.95
Delhi,190.5,scooter,47.6,102.0,non_veg,budget,3,1,sightseeing,1,3830.42,2,rental_vehicle,5859.87
Hyderabad,26.5,bike,37.0,102.0,fast_food,mid_range,3,2,museum,0,0.0,1,public_transport,1412.48
Mumbai,109.9,scooter,45.1,102.0,cafe,budget,3,5,entertainment,0,0.0,1,public_transport,1451.85
Kochi,181.8,ev,0.2,8.5,veg,fine_dining,3,5,beach,0,0.0,1,rental_vehicle,3432.67
Hyderabad,80.1,scooter,46.9,102.0,veg,budget,3,3,beach,1,2440.56,1,rental_vehicle,3845.16
Jaipur,178.1,ev,0.19,8.5,non_veg,budget,3,4,entertainment,0,0.0,1,personal_vehicle,1399.25
Mumbai,84.6,bike,43.6,102.0,veg,fine_dining,3,3,cafe_hopping,1,2044.41,2,public_transport,7748.33
Hyderabad,105.6,scooter,44.2,102.0,veg,fine_dining,3,5,sightseeing,1,4375.92,1,taxi,7418.26
Jaipur,162.2,scooter,40.7,102.0,non_veg,fine_dining,3,3,museum,1,4487.42,1,rental_vehicle,7355.74
Jaipur,194.7,bike,32.7,102.0,fast_food,mid_range,3,2,sightseeing,0,0.0,1,taxi,2344.2
Bengaluru,89.6,car,22.0,102.0,fast_food,mid_range,3,2,sightseeing,0,0.0,1,public_transport,1644.65
Hyderabad,69.8,scooter,48.2,102.0,veg,fine_dining,3,1,adventure,1,835.79,1,personal_vehicle,3304.57
Hyderabad,88.6,ev,0.12,8.5,local_cuisine,mid_range,3,3,sightseeing,1,4351.76,1,taxi,6244.72
Kochi,197.6,car,12.5,102.0,fast_food,budget,2,3,museum,0,0.0,4,taxi,4995.45
Bengaluru,126.0,scooter,43.5,102.0,non_veg,mid_range,2,5,beach,0,0.0,4,personal_vehicle,5506.61
Delhi,141.9,scooter,54.7,102.0,local_cuisine,budget,3,2,cafe_hopping,0,0.0,1,personal_vehicle,1076.92
Bengaluru,147.6,scooter,54.5,102.0,cafe,mid_range,4,1,shopping,0,0.0,2,rental_vehicle,3468.09
Mumbai,116.8,scooter,41.6,102.0,veg,budget,3,5,entertainment,1,2706.59,1,public_transport,4326.3
Kochi,118.7,scooter,51.1,102.0,non_veg,budget,2,3,cafe_hopping,0,0.0,3,personal_vehicle,2477.14
Kochi,39.5,car,18.9,102.0,fast_food,mid_range,4,5,cafe_hopping,1,4434.29,1,public_transport,6551.63
Jaipur,118.2,scooter,45.6,102.0,veg,mid_range,4,5,shopping,0,0.0,1,personal_vehicle,2306.11
Goa,162.1,scooter,52.1,102.0,local_cuisine,budget,2,4,shopping,1,3214.29,1,personal_vehicle,4461.37
Delhi,87.3,car,15.6,102.0,non_veg,budget,3,2,adventure,1,2763.81,1,public_transport,4207.59
Kochi,190.8,ev,0.14,8.5,local_cuisine,mid_range,2,3,shopping,0,0.0,2,rental_vehicle,2581.3
Goa,194.9,scooter,45.6,102.0,non_veg,budget,3,1,adventure,0,0.0,1,rental_vehicle,1434.33
Kochi,171.9,car,14.1,102.0,local_cuisine,mid_range,3,1,museum,1,2787.83,1,personal_vehicle,5365.89
Goa,28.2,scooter,40.4,102.0,local_cuisine,mid_range,3,3,beach,0,0.0,1,rental_vehicle,1804.51
Jaipur,87.7,scooter,45.6,102.0,veg,mid_range,3,2,adventure,0,0.0,1,public_transport,1591.23
Bengaluru,44.5,ev,0.15,8.5,local_cuisine,mid_range,3,4,entertainment,0,0.0,1,personal_vehicle,1650.66
Delhi,152.4,ev,0.1,8.5,non_veg,budget,3,5,beach,0,0.0,1,public_transport,1369.82
